Product_Name,Brand,Offered_Price,Actual_Price,Rating,Connectivity,Compatibility
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"PowerA Advantage Wired Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Vivid LED Lighting, Black (Officially Licensed)",PowerA,3299,329900,4.3,Wired,Universal
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
"ZEBRONICS MAX LINK PRO, Wireless Controller, Hall Effect, 6 Axis Gyro, Analog Triggers, Touch Pad, Dual Motor Haptics, Macro Buttons, Rechargeable Battery, Supports PS4, PS3, Windows, Android, iOS",ZEBRONICS,2099,4199,3.3,Wireless,Console
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (White)",Cosmic,1999,3999,4.3,Wired,Universal
"Cosmic Byte Ares Pro Wireless Controller for PC, Android, iOS – Tri-Mode (2.4GHz, Bluetooth, Wired), Hall Effect Joysticks & Triggers, 1000Hz Polling, Backlit Buttons, 3.5mm Audio Port, Upgraded Windows Software Support (Black)",Cosmic,2349,4499,4.1,Wireless,Universal
Kinsound USB Type C hub (3 in 1 Silver),Kinsound,597,2099,4.2,Wired,Console
"ZEBRONICS MAX LINK PRO, Wireless Controller, Hall Effect, 6 Axis Gyro, Analog Triggers, Touch Pad, Dual Motor Haptics, Macro Buttons, Rechargeable Battery, Supports PS4, PS3, Windows, Android, iOS",ZEBRONICS,2099,4199,3.3,Wireless,Console
"ARcNet Wireless Gaming Controller for PC, Android & iOS – Hall Effect Joystick Gamepad with RGB Lighting, Dual Vibration & Turbo | Compatible with Windows 10/11, PS3",ARcNet,2998,8999,4.5,Wireless,Universal
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"PowerA Advantage Wired Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Fortnite Midas, USB-C, Officially Licensed (Bonus Virtual Item Included)",PowerA,3099,309900,4.4,Wired,Universal
"ZORBES® Game Controller Holder for Xbox Starfield Limited Edition, Dock for Wireless Controller Desk Stand for Xbox Series S X ONE/ONE X",ZORBES®,999,1799,4.7,Wireless,Console
"PowerA Advantage Wired Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Vivid LED Lighting, Black (Officially Licensed)",PowerA,3299,329900,4.3,Wired,Universal
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"ZEBRONICS MAX LINK PRO, Wireless Controller, Hall Effect, 6 Axis Gyro, Analog Triggers, Touch Pad, Dual Motor Haptics, Macro Buttons, Rechargeable Battery, Supports PS4, PS3, Windows, Android, iOS",ZEBRONICS,2099,4199,3.3,Wireless,Console
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
Cosmic Byte Eclipse Tri-Mode Controller | Hall Effect Triggers with Trigger Locks | Adjustable Force TMR Joysticks | 6-Axis Gyro | HD Voice Coil Vibration | Macro Back Buttons | PC/Android/iOS,Cosmic,3499,6999,4.5,Wired,Universal
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
Kinsound USB Type C hub (3 in 1 Silver),Kinsound,597,2099,4.2,Wired,Console
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
"ARcNet Wireless Gaming Controller for PC, Android & iOS – Hall Effect Joystick Gamepad with RGB Lighting, Dual Vibration & Turbo | Compatible with Windows 10/11, PS3",ARcNet,2998,8999,4.5,Wireless,Universal
"ZEBRONICS MAX LINK PRO, Wireless Controller, Hall Effect, 6 Axis Gyro, Analog Triggers, Touch Pad, Dual Motor Haptics, Macro Buttons, Rechargeable Battery, Supports PS4, PS3, Windows, Android, iOS",ZEBRONICS,2099,4199,3.3,Wireless,Console
"PowerA Advantage Wired Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Vivid LED Lighting, Black (Officially Licensed)",PowerA,3299,329900,4.3,Wired,Universal
Cosmic Byte Starforge Tri-Mode Controller | Optical Triggers with Trigger Locks | TMR Replaceable Joysticks | Impulse Trigger Feedback | HD Voice Coil Vibration | Macro Back Buttons | RGB & Tri-Mode Connectivity,Cosmic,4285,9999,3.1,Wired,Console
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"ZEBRONICS MAX LINK + Wireless Gamepad, Dual motors Haptic feedback, Built-in rechargeable battery, RGB light, Plug & play, Supports (Windows | Android | PS3 | PS4 | XBOX 360)",ZEBRONICS,1999,3999,3.8,Wireless,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Transparent)",Cosmic,2799,5999,4.2,Wired,Universal
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
Kinsound USB Type C hub (3 in 1 Silver),Kinsound,597,2099,4.2,Wired,Console
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"ARcNet Wireless Gaming Controller for PC, Android & iOS – Hall Effect Joystick Gamepad with RGB Lighting, Dual Vibration & Turbo | Compatible with Windows 10/11, PS3",ARcNet,2998,8999,4.5,Wireless,Universal
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
"PowerA Advantage Wired Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Vivid LED Lighting, Black (Officially Licensed)",PowerA,3299,329900,4.3,Wired,Universal
"ZEBRONICS MAX LINK PRO, Wireless Controller, Hall Effect, 6 Axis Gyro, Analog Triggers, Touch Pad, Dual Motor Haptics, Macro Buttons, Rechargeable Battery, Supports PS4, PS3, Windows, Android, iOS",ZEBRONICS,2099,4199,3.3,Wireless,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"PowerA Advantage Wired Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Fortnite Midas, USB-C, Officially Licensed (Bonus Virtual Item Included)",PowerA,3099,309900,4.4,Wired,Universal
Cosmic Byte Eclipse Tri-Mode Controller | Hall Effect Triggers with Trigger Locks | Adjustable Force TMR Joysticks | 6-Axis Gyro | HD Voice Coil Vibration | Macro Back Buttons | PC/Android/iOS,Cosmic,3499,6999,4.5,Wired,Universal
"ARcNet Wireless Gaming Controller for PC, Android & iOS – Hall Effect Joystick Gamepad with RGB Lighting, Dual Vibration & Turbo | Compatible with Windows 10/11, PS3",ARcNet,2998,8999,4.5,Wireless,Universal
Kinsound USB Type C hub (3 in 1 Silver),Kinsound,597,2099,4.2,Wired,Console
"ZEBRONICS MAX LINK + Wireless Gamepad, Dual motors Haptic feedback, Built-in rechargeable battery, RGB light, Plug & play, Supports (Windows | Android | PS3 | PS4 | XBOX 360)",ZEBRONICS,1999,3999,3.8,Wireless,Console
Cosmic Byte Starforge Tri-Mode Controller | Optical Triggers with Trigger Locks | TMR Replaceable Joysticks | Impulse Trigger Feedback | HD Voice Coil Vibration | Macro Back Buttons | RGB & Tri-Mode Connectivity,Cosmic,4285,9999,3.1,Wired,Console
"ARcNet Wireless Gaming Controller for PC, Android & iOS – Hall Effect Joystick Gamepad with RGB Lighting, Dual Vibration & Turbo | Compatible with Windows 10/11, PS3",ARcNet,2998,8999,4.5,Wireless,Universal
"PowerA Advantage Wired Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Fortnite Midas, USB-C, Officially Licensed (Bonus Virtual Item Included)",PowerA,3099,309900,4.4,Wired,Universal
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"PowerA Advantage Wired Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Vivid LED Lighting, Black (Officially Licensed)",PowerA,3299,329900,4.3,Wired,Universal
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
Cosmic Byte Starforge Tri-Mode Controller | Optical Triggers with Trigger Locks | TMR Replaceable Joysticks | Impulse Trigger Feedback | HD Voice Coil Vibration | Macro Back Buttons | RGB & Tri-Mode Connectivity,Cosmic,4285,9999,3.1,Wired,Console
"ZEBRONICS MAX LINK PRO, Wireless Controller, Hall Effect, 6 Axis Gyro, Analog Triggers, Touch Pad, Dual Motor Haptics, Macro Buttons, Rechargeable Battery, Supports PS4, PS3, Windows, Android, iOS",ZEBRONICS,2099,4199,3.3,Wireless,Console
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"ARcNet Wireless Gaming Controller for PC, Android & iOS – Hall Effect Joystick Gamepad with RGB Lighting, Dual Vibration & Turbo | Compatible with Windows 10/11, PS3",ARcNet,2998,8999,4.5,Wireless,Universal
Kinsound USB Type C hub (3 in 1 Silver),Kinsound,597,2099,4.2,Wired,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"ZEBRONICS MAX LINK + Wireless Gamepad, Dual motors Haptic feedback, Built-in rechargeable battery, RGB light, Plug & play, Supports (Windows | Android | PS3 | PS4 | XBOX 360)",ZEBRONICS,1999,3999,3.8,Wireless,Console
"Cosmic Byte Blitz Tri Mode Controller for PC, Hall Effect Triggers, 1000Hz Polling Rate, Adjustable Vibration, Turbo & Auto Turbo, Upgraded with Gyro, TMR Joystick, Software and Charging Dock Support (Black)",Cosmic,1999,3999,4.3,Wired,Universal
"Cosmic Byte ARES Wired Controller for PC, Upgraded Hall Effect Joystick & Triggers, Dual Vibration, Backit LED Buttons, Turbo, Auto Turbo (Black)",Cosmic,999,2499,4.5,Wired,Universal
Acer Nitro Katana NT-01 Wireless Game Controller | BT + Wired USB-C | 6-Axis Gyro Motion | Dual Vibration Motors | 20 Buttons | Hall Effect Triggers | 900mAh Battery | Switch/Android/iOS/PC Compatible,Acer,2099,3999,3.4,Wireless,Universal
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"PowerA Advantage Wired Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Vivid LED Lighting, Black (Officially Licensed)",PowerA,3299,329900,4.3,Wired,Universal
"ZEBRONICS MAX LINK + Wireless Gamepad, Dual motors Haptic feedback, Built-in rechargeable battery, RGB light, Plug & play, Supports (Windows | Android | PS3 | PS4 | XBOX 360)",ZEBRONICS,1999,3999,3.8,Wireless,Console
"Cosmic Byte Lumora Tri-Mode Controller with Stealth Black RGB-Reveal Design, Hall Effect Joysticks & Triggers, Mechanical Buttons, 1000Hz Polling Rate, 6-Axis Gyro, Windows Software, 3.5mm Audio Jack, Macro & Turbo, 1300mAh Battery",Cosmic,3399,5999,4.6,Wired,Console
"Cosmic Byte Stellaris Controller, 3 Modes Wifi + Bluetooth + Wired for PC, iOS, Android, Hall Effect Trigger and Upgraded TMR Joystick, Macros, 1000mAh Battery, RGB LED, Software Support (Black)",Cosmic,2699,5499,4.2,Wired,Universal
"ARcNet Wireless Gaming Controller for PC, Android & iOS – Hall Effect Joystick Gamepad with RGB Lighting, Dual Vibration & Turbo | Compatible with Windows 10/11, PS3",ARcNet,2998,8999,4.5,Wireless,Universal
Cosmic Byte Eclipse Tri-Mode Controller | Hall Effect Triggers with Trigger Locks | Adjustable Force TMR Joysticks | 6-Axis Gyro | HD Voice Coil Vibration | Macro Back Buttons | PC/Android/iOS,Cosmic,3499,6999,4.5,Wired,Universal
"PowerA Advantage Wired Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Fortnite Midas, USB-C, Officially Licensed (Bonus Virtual Item Included)",PowerA,3099,309900,4.4,Wired,Universal
Kinsound USB Type C hub (3 in 1 Silver),Kinsound,597,2099,4.2,Wired,Console
